iter	Accuracy	Logloss
82	0.7942022317	0.4458142395
83	0.7940871966	0.4452064105
84	0.7943172668	0.4447947341
85	0.7944323019	0.4443370026
86	0.7943172668	0.4442975232
87	0.794662372	0.4437738968
88	0.7947774071	0.4433912503
89	0.7948924422	0.4431821303
90	0.7952375475	0.4426722469
91	0.7945473369	0.4423404272
92	0.7948924422	0.4417759229
93	0.7951225124	0.4411938046
94	0.7953525825	0.4406413197
95	0.7956976878	0.4402716402
96	0.7961578281	0.4396608394
97	0.7961578281	0.439179379
98	0.7961578281	0.4388266537
99	0.7963878983	0.4386304395
100	0.7961578281	0.4380478537
101	0.7967330036	0.4375560295
102	0.7966179685	0.4372672364
103	0.7967330036	0.4368543752
104	0.7967330036	0.4367968991
105	0.7967330036	0.4363758051
106	0.7969630737	0.4360526241
107	0.7970781088	0.435718578
108	0.7971931439	0.4350054539
109	0.7971931439	0.4346426331
110	0.7969630737	0.4342889275
111	0.7967330036	0.4340059426
112	0.7970781088	0.4335760809
113	0.797308179	0.4333155462
114	0.7975382492	0.432915452
115	0.7977683193	0.4325358493
116	0.7977683193	0.4322839641
117	0.7977683193	0.4318798487
118	0.7979983895	0.4315309955
119	0.7977683193	0.4308634975
120	0.7975382492	0.4304430887
121	0.7978833544	0.4300838601
122	0.7978833544	0.4297373764
123	0.7977683193	0.4292355109
124	0.7978833544	0.42889788
125	0.7977683193	0.4285949159
126	0.7976532843	0.4282763554
127	0.7975382492	0.4279800662
128	0.7977683193	0.4276841072
129	0.7979983895	0.427357012
130	0.7984585299	0.4271206639
131	0.7984585299	0.4268657863
132	0.7984585299	0.4265373754
133	0.7983434948	0.4263174707
134	0.7983434948	0.4259975991
135	0.7983434948	0.4253834895
136	0.7985735649	0.4250802395
137	0.7984585299	0.4248965513
138	0.7985735649	0.4246562312
139	0.7985735649	0.4244170525
140	0.7985735649	0.4241727749
141	0.7986886	0.4239929017
142	0.7984585299	0.4237493033
143	0.7985735649	0.4235273511
144	0.7983434948	0.4232721299
145	0.7982284597	0.4231043791
146	0.7985735649	0.4227342107
147	0.7984585299	0.4224232804
148	0.7988036351	0.4222022804
149	0.7985735649	0.4219177416
150	0.7985735649	0.4216841638
151	0.7985735649	0.4212574675
152	0.7986886	0.421033496
153	0.7992637755	0.4208099971
154	0.7990337053	0.4205553496
155	0.7991487404	0.4202264883
156	0.7991487404	0.4199886335
157	0.7990337053	0.4197495351
158	0.7991487404	0.4192455385
159	0.7992637755	0.4190206742
160	0.7991487404	0.4186616971
161	0.7991487404	0.4183985131
162	0.7991487404	0.4180939834
163	0.7993788105	0.4178417591
164	0.7993788105	0.4175946977
165	0.7993788105	0.4173078822
166	0.7996088807	0.4170062969
167	0.7998389509	0.41677206
168	0.799953986	0.4165111146
169	0.8000690211	0.4162815912
170	0.8004141263	0.4160495639
171	0.8005291614	0.4158429168
172	0.8005291614	0.4155528349
173	0.8005291614	0.4153189098
174	0.8006441965	0.4152081657
175	0.8006441965	0.4147615952
176	0.8007592316	0.4145786813
177	0.8007592316	0.4144238674
178	0.8006441965	0.4141199075
179	0.8008742667	0.4139540577
180	0.8008742667	0.4137838865
181	0.8012193719	0.4135992178
182	0.8012193719	0.4134460933
183	0.8012193719	0.4132138785
184	0.8014494421	0.4130479086
185	0.8012193719	0.4129335535
186	0.8016795123	0.4125207811
187	0.8015644772	0.4123556866
188	0.8016795123	0.4122239821
189	0.8019095824	0.4121494736
190	0.8020246175	0.4119069609
191	0.8024847579	0.4116626358
192	0.8022546877	0.4112713358
193	0.8028298631	0.4111392216
194	0.8023697228	0.4109991134
195	0.8025997929	0.4108593245
196	0.8025997929	0.4106576942
197	0.8023697228	0.4105237795
198	0.8025997929	0.4103395087
199	0.8028298631	0.41018905
200	0.8028298631	0.4100443009
201	0.8029448982	0.4099059623
202	0.8028298631	0.4097416028
203	0.802714828	0.4095994038
204	0.8040952491	0.409433867
205	0.8042102841	0.4092831221
206	0.8044403543	0.4091634326
207	0.8046704245	0.4089863372
208	0.8047854596	0.4088744026
209	0.8050155297	0.4087324545
210	0.8047854596	0.4085988497
211	0.8050155297	0.4083715903
212	0.8051305648	0.4082399966
213	0.8049004947	0.4080854867
214	0.8049004947	0.4079433187
215	0.805360635	0.4078195915
216	0.8059358104	0.4075900621
217	0.8059358104	0.4073744827
218	0.8063959508	0.4070248492
219	0.8062809157	0.406803008
220	0.8061658806	0.4067110298
221	0.8061658806	0.4065244335
222	0.8062809157	0.4063461498
223	0.8066260209	0.406167164
224	0.8066260209	0.4061381846
225	0.806741056	0.4059424097
226	0.8068560911	0.4058492138
227	0.806741056	0.4056773636
228	0.8069711262	0.4055892536
229	0.8069711262	0.4052397557
230	0.8072011964	0.4050846882
231	0.8072011964	0.4047510003
232	0.8068560911	0.4045902291
233	0.8073162315	0.4043408729
234	0.8073162315	0.4041903826
235	0.8075463016	0.4039235673
236	0.8074312665	0.4038018586
237	0.8073162315	0.4036282444
238	0.8072011964	0.4035038015
239	0.8072011964	0.4034064354
240	0.8070861613	0.403331971
241	0.8070861613	0.4031959121
242	0.8070861613	0.4031303547
243	0.8072011964	0.4030393502
244	0.8072011964	0.4028786741
245	0.8072011964	0.4027987691
246	0.8070861613	0.4026977018
247	0.8072011964	0.4025222446
248	0.8074312665	0.4023510383
249	0.8074312665	0.4022805399
250	0.8075463016	0.4020223235
251	0.8077763718	0.401972212
252	0.8076613367	0.4018747977
253	0.8076613367	0.4016871233
254	0.8076613367	0.4015679338
255	0.808006442	0.4013495924
256	0.808006442	0.4012563943
257	0.8081214771	0.4011509983
258	0.8095018981	0.4009276494
259	0.8096169332	0.4008241252
260	0.8096169332	0.400741412
261	0.8097319683	0.4006377602
262	0.8096169332	0.4005261864
263	0.8098470033	0.4004177242
264	0.8098470033	0.400324189
265	0.8099620384	0.4002214856
266	0.8099620384	0.4000944081
267	0.8098470033	0.400014404
268	0.8098470033	0.3998751207
269	0.8098470033	0.3997978654
270	0.8099620384	0.3997481069
271	0.8101921086	0.3996248609
272	0.8101921086	0.3994180559
273	0.8101921086	0.3993380149
274	0.8101921086	0.3989056843
275	0.8101921086	0.3987435131
276	0.8100770735	0.3986150021
277	0.8101921086	0.3985203158
278	0.8101921086	0.3984398388
279	0.8103071437	0.3983141011
280	0.8106522489	0.3980210496
281	0.8106522489	0.3979843425
282	0.8109973542	0.3977826434
283	0.8109973542	0.3977130754
284	0.8112274244	0.3976308782
285	0.8112274244	0.3974960813
286	0.8112274244	0.3971330735
287	0.8112274244	0.3970841057
288	0.8112274244	0.396955828
289	0.8112274244	0.3969250569
290	0.8112274244	0.3968389635
291	0.8112274244	0.396789131
292	0.8112274244	0.3966738465
293	0.8112274244	0.3965388601
294	0.8112274244	0.3964402201
295	0.8111123893	0.3963664836
296	0.8112274244	0.3962707398
297	0.8113424595	0.3961694751
298	0.8111123893	0.3961144751
299	0.8111123893	0.3959117269
300	0.8112274244	0.3957902722
301	0.8113424595	0.3956617769
302	0.8112274244	0.3955350623
303	0.8115725296	0.395442209
304	0.8118025998	0.3952733168
305	0.8119176349	0.3952001833
306	0.8118025998	0.3950784273
307	0.8118025998	0.3949874987
308	0.8116875647	0.3948864694
309	0.8118025998	0.3946245929
310	0.8118025998	0.3944903257
311	0.8119176349	0.3943973253
312	0.8119176349	0.3943915453
313	0.8119176349	0.3942771672
314	0.8122627401	0.3941769942
315	0.81203267	0.3940938285
316	0.8124928103	0.3939507462
317	0.8126078454	0.3938564658
318	0.8124928103	0.3937842063
319	0.8127228805	0.3936170339
320	0.8128379156	0.3935292617
321	0.8127228805	0.3933466211
322	0.8128379156	0.393272242
323	0.8130679857	0.3931916602
324	0.8130679857	0.3931330694
325	0.8131830208	0.3929824393
326	0.8130679857	0.3928244387
327	0.8129529506	0.3927377208
328	0.8131830208	0.3926221924
329	0.8131830208	0.3925519651
330	0.8130679857	0.3924818889
331	0.8130679857	0.3924492156
332	0.8129529506	0.3922218575
333	0.8129529506	0.3921426442
334	0.8129529506	0.392083194
335	0.8130679857	0.3919958344
336	0.8131830208	0.3918482934
337	0.8131830208	0.3917831264
338	0.8132980559	0.3915785826
339	0.8132980559	0.3913418436
340	0.813413091	0.391245808
341	0.8132980559	0.3910809377
342	0.8132980559	0.39103978
343	0.8132980559	0.3909640654
344	0.813413091	0.3907934969
345	0.813413091	0.3907090467
346	0.813413091	0.3906603908
347	0.8137581962	0.3903607122
348	0.8137581962	0.3901892394
349	0.8137581962	0.390048345
350	0.8139882664	0.3898726063
351	0.8138732313	0.3896292774
352	0.8137581962	0.3895300874
353	0.8138732313	0.38942779
354	0.8138732313	0.3891858535
355	0.8138732313	0.3891099612
356	0.8138732313	0.3890028116
357	0.8141033015	0.3887967186
358	0.8141033015	0.3887106919
359	0.8143333717	0.3885365492
360	0.8144484068	0.3884584983
361	0.8144484068	0.388362069
362	0.8146784769	0.388273146
363	0.8150235822	0.3880464664
364	0.8146784769	0.3879550952
365	0.8149085471	0.3877794197
366	0.8149085471	0.3876914693
367	0.8151386173	0.3875309488
368	0.8152536524	0.3873353496
369	0.8152536524	0.3872671445
370	0.8152536524	0.3870837796
371	0.8152536524	0.3869778593
372	0.8153686874	0.386844382
373	0.8154837225	0.3867529478
374	0.8155987576	0.3866192527
375	0.8157137927	0.3865125242
376	0.8157137927	0.3864379165
377	0.8157137927	0.3862065266
378	0.8158288278	0.3860595239
379	0.816058898	0.3859463366
380	0.816058898	0.3859047518
381	0.816173933	0.3858207959
382	0.8162889681	0.3857646756
383	0.816173933	0.3856568004
384	0.8162889681	0.3855599802
385	0.8162889681	0.3854638444
386	0.816173933	0.3853842513
387	0.816173933	0.3853052697
388	0.8162889681	0.3851971138
389	0.816173933	0.3851280518
390	0.8164040032	0.384913632
391	0.8164040032	0.3847758112
392	0.8164040032	0.3846661717
393	0.8165190383	0.3844864438
394	0.8165190383	0.3844143896
395	0.8165190383	0.3843596369
396	0.8165190383	0.3842964141
397	0.8166340734	0.3842203772
398	0.8166340734	0.3841298713
399	0.8166340734	0.3839019664
400	0.8167491085	0.3838338822
401	0.8166340734	0.3837570404
402	0.8168641436	0.3836906744
403	0.8168641436	0.3836095247
404	0.8168641436	0.3835326972
405	0.8169791786	0.3834519663
406	0.8168641436	0.3832322912
407	0.8168641436	0.3831701416
408	0.8168641436	0.3831087688
409	0.8168641436	0.3830301873
410	0.8169791786	0.3828672347
411	0.8170942137	0.3826601421
412	0.8172092488	0.3825870346
413	0.8172092488	0.3825138492
414	0.8170942137	0.3824232999
415	0.8170942137	0.38231016
416	0.8170942137	0.3821526324
417	0.8170942137	0.3820631044
418	0.8169791786	0.3819127804
419	0.8170942137	0.3818493655
420	0.8169791786	0.381770422
421	0.8169791786	0.3816908502
422	0.8170942137	0.3815852128
423	0.8170942137	0.3814845738
424	0.8172092488	0.3813622992
425	0.8170942137	0.381265124
426	0.8176693892	0.3810559691
427	0.8175543541	0.3809330799
428	0.8175543541	0.3808292525
429	0.8177844242	0.380712572
430	0.8180144944	0.3806509701
431	0.8180144944	0.3805619988
432	0.8181295295	0.3805069768
433	0.8182445646	0.3804376233
434	0.8184746348	0.3803705252
435	0.8183595997	0.3803094855
436	0.8184746348	0.380227168
437	0.8183595997	0.3801916122
438	0.8182445646	0.3801145007
439	0.8182445646	0.3800170372
440	0.8184746348	0.3799313122
441	0.8183595997	0.3798542997
442	0.8184746348	0.3796124812
443	0.8184746348	0.379553375
444	0.81881974	0.3793263579
445	0.8189347751	0.3792172494
446	0.8187047049	0.378934235
447	0.81881974	0.3788644865
448	0.8189347751	0.378779787
449	0.8190498102	0.3786829267
450	0.8190498102	0.3786227304
451	0.8190498102	0.3785110462
452	0.8190498102	0.3784427708
453	0.8190498102	0.3783981265
454	0.8190498102	0.37829001
455	0.8190498102	0.3782221324
456	0.8189347751	0.378091023
457	0.8189347751	0.3778219009
458	0.8189347751	0.3777474795
459	0.8190498102	0.3776328129
460	0.8190498102	0.3775816836
461	0.8191648453	0.3773264161
462	0.8191648453	0.3771992695
463	0.8192798804	0.3771200585
464	0.8193949154	0.3770352978
465	0.8193949154	0.3769816883
466	0.8193949154	0.3769134554
467	0.8193949154	0.3768258016
468	0.8193949154	0.3766893536
469	0.8193949154	0.3766250294
470	0.8196249856	0.3764588393
471	0.8197400207	0.3763623082
472	0.8197400207	0.3761289821
473	0.8196249856	0.3759770149
474	0.8196249856	0.3759173234
475	0.8197400207	0.3758750874
476	0.8196249856	0.3758235806
477	0.8196249856	0.3757608441
478	0.8196249856	0.3756389252
479	0.8198550558	0.3755634
480	0.8197400207	0.3754630002
481	0.8197400207	0.3754063998
482	0.8198550558	0.375344415
483	0.820085126	0.375153653
484	0.8203151961	0.3750057369
485	0.8204302312	0.3748024746
486	0.8204302312	0.3747239072
487	0.8204302312	0.374560903
488	0.8204302312	0.37440006
489	0.8203151961	0.3743285445
490	0.8204302312	0.3742628062
491	0.8204302312	0.3742097484
492	0.8204302312	0.3741438762
493	0.8205452663	0.3739230443
494	0.8205452663	0.3738055855
495	0.8206603014	0.3736743937
496	0.8205452663	0.3735078039
497	0.8205452663	0.373400585
498	0.8206603014	0.3733563967
499	0.8207753365	0.373309691
500	0.8207753365	0.3732626608
501	0.8207753365	0.3731956306
502	0.8206603014	0.3730315098
503	0.8208903716	0.3729408657
504	0.8206603014	0.3728276986
505	0.8207753365	0.3727745667
506	0.8210054066	0.3726750749
507	0.8210054066	0.3725151226
508	0.8210054066	0.3724652384
509	0.8208903716	0.3723397971
510	0.8210054066	0.3722811453
511	0.8210054066	0.3722311601
512	0.8212354768	0.3721328124
513	0.8212354768	0.3720379786
514	0.8212354768	0.3719582059
515	0.821465547	0.3719138488
516	0.8215805821	0.3718600499
517	0.821465547	0.3717108521
518	0.8213505119	0.3715882249
519	0.8213505119	0.3715181688
520	0.821465547	0.3714211883
521	0.8213505119	0.3713696889
522	0.8215805821	0.3712413042
523	0.8218106522	0.371051605
524	0.8223858277	0.3709063832
525	0.8222707926	0.370800467
526	0.8221557575	0.3707653467
527	0.8222707926	0.3707129095
528	0.8222707926	0.3706541602
529	0.8225008628	0.3705580413
530	0.8225008628	0.3705007061
531	0.8227309329	0.3704225709
532	0.8225008628	0.370302082
533	0.8225008628	0.3701874494
534	0.8225008628	0.3701220146
535	0.8225008628	0.370041286
536	0.8226158978	0.3699645
537	0.8225008628	0.3698647115
538	0.8226158978	0.3697575741
539	0.8227309329	0.3696974855
540	0.8227309329	0.3696290822
541	0.8226158978	0.3694996752
542	0.8227309329	0.369434154
543	0.8226158978	0.3693723911
544	0.8225008628	0.3692768608
545	0.8223858277	0.3690971096
546	0.8226158978	0.3690214418
547	0.8227309329	0.3688157572
548	0.822845968	0.3686864494
549	0.822845968	0.3685578188
550	0.822845968	0.3684791795
551	0.8227309329	0.3683499877
552	0.8227309329	0.3683111564
553	0.822845968	0.3682644968
554	0.8229610031	0.3682111204
555	0.822845968	0.3681515308
556	0.8229610031	0.368091432
557	0.8230760382	0.3680018971
558	0.8230760382	0.3679190898
559	0.8231910733	0.3678721791
560	0.8231910733	0.3677279813
561	0.8233061084	0.3676895926
562	0.8233061084	0.3676403081
563	0.8233061084	0.3675909395
564	0.8234211434	0.3675534038
565	0.8234211434	0.3674031279
566	0.8233061084	0.3673457297
567	0.8236512136	0.3672404788
568	0.8237662487	0.3671935366
569	0.8237662487	0.3671488079
570	0.8237662487	0.3669807403
571	0.8237662487	0.3669147961
572	0.8236512136	0.3667794458
573	0.8236512136	0.3666377117
574	0.8238812838	0.3664823277
575	0.824111354	0.3664348056
576	0.824111354	0.3662899994
577	0.8239963189	0.366177415
578	0.8239963189	0.3661182156
579	0.8239963189	0.3660692233
580	0.824226389	0.3659447581
581	0.824111354	0.365870552
582	0.8239963189	0.3657510057
583	0.824111354	0.3656440427
584	0.824111354	0.3654886108
585	0.8239963189	0.3654296693
586	0.824111354	0.3652900567
587	0.8243414241	0.3652215853
588	0.824226389	0.3650986367
589	0.824111354	0.3650610143
590	0.824111354	0.3650231199
591	0.824226389	0.3649717868
592	0.8243414241	0.3649031075
593	0.8244564592	0.3648554151
594	0.8245714943	0.3648131568
595	0.8246865294	0.3646753726
596	0.8246865294	0.3645986701
597	0.8245714943	0.3645511215
598	0.8246865294	0.3644475046
599	0.8248015645	0.364365616
600	0.8251466697	0.3642205355
601	0.8253767399	0.3641519285
602	0.8253767399	0.3640614012
603	0.8253767399	0.364002685
604	0.825491775	0.3639005225
605	0.825491775	0.363820771
606	0.8253767399	0.3636897676
607	0.8253767399	0.3636371607
608	0.8253767399	0.3635218351
609	0.8252617048	0.3633810769
610	0.8252617048	0.363333052
611	0.8252617048	0.3632917662
612	0.8252617048	0.3632517555
613	0.8257218452	0.3631755348
614	0.8258368802	0.3631110237
615	0.8256068101	0.3630103841
616	0.8259519153	0.3629130624
617	0.8261819855	0.3626966903
618	0.8261819855	0.3626547596
619	0.8265270908	0.3625625106
620	0.8265270908	0.3624229797
621	0.8262970206	0.3623287758
622	0.8261819855	0.3622668187
623	0.8261819855	0.3622160915
624	0.8261819855	0.3620927123
625	0.8262970206	0.3620452193
626	0.8264120557	0.3619059182
627	0.8262970206	0.3618417097
628	0.8261819855	0.3618064025
629	0.8259519153	0.3616820811
630	0.8260669504	0.3615712318
631	0.8260669504	0.3615303957
632	0.8260669504	0.3614712497
633	0.8262970206	0.3613534061
634	0.8261819855	0.3612972275
635	0.8264120557	0.3611918723
636	0.8264120557	0.3610979686
637	0.8264120557	0.3609943264
638	0.8262970206	0.3608966838
639	0.8264120557	0.3607722628
640	0.8265270908	0.3607148066
641	0.8264120557	0.3606144129
642	0.8265270908	0.3605151426
643	0.8266421258	0.3604278828
644	0.8265270908	0.3603296567
645	0.8265270908	0.360252057
646	0.8265270908	0.3601984183
647	0.8265270908	0.3601615984
648	0.8267571609	0.3600962906
649	0.8267571609	0.3600213469
650	0.8266421258	0.3599551841
651	0.8264120557	0.3599082171
652	0.8267571609	0.3597901456
653	0.8267571609	0.3597285797
654	0.8266421258	0.3596385781
655	0.8267571609	0.3595657423
656	0.8269872311	0.3594989818
657	0.8269872311	0.3594425333
658	0.826872196	0.3593936224
659	0.8267571609	0.3593079171
660	0.8267571609	0.3591961105
661	0.8267571609	0.3591414062
662	0.826872196	0.3590867247
663	0.8269872311	0.3590494108
664	0.826872196	0.3589901461
665	0.826872196	0.3589590682
666	0.8272173013	0.3588307046
667	0.8271022662	0.358710902
668	0.8271022662	0.3586009016
669	0.8272173013	0.3585477964
670	0.8273323364	0.3584902415
671	0.8274473714	0.3583861387
672	0.8273323364	0.3583253272
673	0.8275624065	0.3582196139
674	0.8275624065	0.3581471818
675	0.8275624065	0.3580969561
676	0.8276774416	0.358049037
677	0.8277924767	0.3579979159
678	0.8276774416	0.3578832416
679	0.8277924767	0.3578491629
680	0.8280225469	0.3577188594
681	0.828137582	0.3576070974
682	0.8283676521	0.3575721931
683	0.8283676521	0.3575317817
684	0.8284826872	0.3574541356
685	0.8283676521	0.3574057593
686	0.8284826872	0.3572225682
687	0.8285977223	0.357101239
688	0.8284826872	0.357038283
689	0.8285977223	0.3569859455
690	0.8285977223	0.3569169853
691	0.8285977223	0.3568478728
692	0.8287127574	0.3567845629
693	0.8285977223	0.3567014716
694	0.8285977223	0.3565859325
695	0.8284826872	0.3564747335
696	0.8284826872	0.3564424245
697	0.8285977223	0.3563927775
698	0.8285977223	0.3563418283
699	0.8285977223	0.3562438317
700	0.8285977223	0.3561300822
701	0.8284826872	0.3560215414
702	0.8284826872	0.355936659
703	0.8285977223	0.355836966
704	0.8285977223	0.3558040938
705	0.8285977223	0.3557564143
706	0.8287127574	0.3556546714
707	0.8288277925	0.3555702809
708	0.8287127574	0.3555188936
709	0.8288277925	0.355402186
710	0.8288277925	0.3553002551
711	0.8289428276	0.3552525042
712	0.8288277925	0.3552133598
713	0.8288277925	0.3551046194
714	0.8290578626	0.3550103255
715	0.8294029679	0.3549069013
716	0.8291728977	0.3547883535
717	0.8290578626	0.3546792447
718	0.8289428276	0.3546328491
719	0.8289428276	0.3545291095
720	0.8291728977	0.3544255002
721	0.8289428276	0.3543336695
722	0.8291728977	0.3541623255
723	0.8291728977	0.3540974065
724	0.8294029679	0.3540464304
725	0.8292879328	0.3539965197
726	0.8292879328	0.353962155
727	0.8292879328	0.3539236657
728	0.8292879328	0.3538591552
729	0.8294029679	0.3538211107
730	0.8296330381	0.3537518419
731	0.8297480732	0.3537018806
732	0.8297480732	0.3535392702
733	0.8297480732	0.3534503275
734	0.8297480732	0.353407292
735	0.8299781433	0.3533219933
736	0.8300931784	0.3532520723
737	0.8299781433	0.3531934301
738	0.8302082135	0.353114189
739	0.8302082135	0.3530639678
740	0.8300931784	0.3529835639
741	0.8299781433	0.3529282459
742	0.8298631082	0.3528722617
743	0.8298631082	0.3527862038
744	0.8299781433	0.3527574264
745	0.8300931784	0.3525832729
746	0.8302082135	0.3525196784
747	0.8303232486	0.3524023315
748	0.8303232486	0.352292213
749	0.8303232486	0.3522567986
750	0.8305533188	0.3522178909
751	0.8307833889	0.3521149856
752	0.8307833889	0.3521033517
753	0.8307833889	0.352006215
754	0.830898424	0.3519173769
755	0.8310134591	0.3518699537
756	0.8310134591	0.351808442
757	0.8311284942	0.3516816641
758	0.8311284942	0.3516473068
759	0.8311284942	0.3516096884
760	0.8311284942	0.3515567127
761	0.8311284942	0.3515201544
762	0.8311284942	0.3515011581
763	0.8311284942	0.3514144492
764	0.8311284942	0.3513953691
765	0.8310134591	0.3513493168
766	0.8311284942	0.3512937188
767	0.8310134591	0.3511666743
768	0.830898424	0.351089783
769	0.830898424	0.3510142413
770	0.8311284942	0.350949468
771	0.8311284942	0.3508487135
772	0.8311284942	0.3507680743
773	0.8311284942	0.3507414184
774	0.8310134591	0.3506563793
775	0.830898424	0.3505659631
776	0.8306683538	0.3505218244
777	0.8306683538	0.3504900858
778	0.8306683538	0.3503937885
779	0.8307833889	0.3503283621
780	0.8314735994	0.350225721
781	0.8314735994	0.3501871825
782	0.8317036696	0.3501625781
783	0.8317036696	0.3500832881
784	0.8318187047	0.3499917682
785	0.8318187047	0.3499323617
786	0.8319337398	0.3499059498
787	0.8318187047	0.3498653585
788	0.8319337398	0.349790173
789	0.832278845	0.3496653954
790	0.832278845	0.3496046245
791	0.832278845	0.349570446
792	0.8323938801	0.3494803322
793	0.8326239503	0.3493893425
794	0.8326239503	0.3493642557
795	0.8326239503	0.3492893859
796	0.8327389854	0.3491834787
797	0.8327389854	0.3491505611
798	0.8327389854	0.34908272
799	0.8325089152	0.3490354152
800	0.8325089152	0.349004628
801	0.8325089152	0.3489724924
802	0.8326239503	0.3489399413
803	0.8323938801	0.3488583737
804	0.832278845	0.3488127152
805	0.832278845	0.3487245748
806	0.8323938801	0.3486843812
807	0.8323938801	0.348662073
808	0.8323938801	0.3486221258
809	0.832278845	0.3485592184
810	0.832278845	0.3485263139
811	0.832278845	0.3484864925
812	0.832278845	0.3484143759
813	0.832278845	0.3483963212
814	0.8325089152	0.3483188056
815	0.8328540205	0.348220736
816	0.8330840906	0.3481643066
817	0.8330840906	0.3480783124
818	0.8329690556	0.3479952732
819	0.8329690556	0.3479531814
820	0.8328540205	0.3478519244
821	0.8329690556	0.3477656203
822	0.8325089152	0.3477132947
823	0.8325089152	0.3476637192
824	0.8325089152	0.3475727989
825	0.8327389854	0.3474914566
826	0.8328540205	0.3474103625
827	0.8330840906	0.347313925
828	0.8331991257	0.3472412889
829	0.8329690556	0.3471360492
830	0.8330840906	0.3470526147
831	0.8334291959	0.34694744
832	0.8336592661	0.3468696528
833	0.8337743012	0.3467602313
834	0.8334291959	0.3466841202
835	0.833544231	0.3466091432
836	0.833544231	0.3465230852
837	0.8336592661	0.3464645223
838	0.8336592661	0.3463990963
839	0.8336592661	0.346359909
840	0.8337743012	0.3462609223
841	0.8336592661	0.3462026555
842	0.8337743012	0.3461181357
843	0.8337743012	0.346076055
844	0.8337743012	0.3460015856
845	0.8341194064	0.345896225
846	0.8340043713	0.3458419202
847	0.8340043713	0.3457891262
848	0.8338893362	0.3457689299
849	0.8337743012	0.3455822563
850	0.8336592661	0.3455348891
851	0.8337743012	0.3454562575
852	0.8336592661	0.345403893
853	0.8342344415	0.3453241166
854	0.8343494766	0.3452756004
855	0.8343494766	0.3452168835
856	0.8343494766	0.3451319059
857	0.8343494766	0.3450484331
858	0.8344645117	0.344973001
859	0.8344645117	0.3449387747
860	0.8345795468	0.3449036569
861	0.8345795468	0.3448729622
862	0.8346945818	0.3447869129
863	0.8346945818	0.344764719
864	0.8346945818	0.3447064341
865	0.8346945818	0.3446794921
866	0.8346945818	0.3445897655
867	0.8348096169	0.3445564153
868	0.8346945818	0.3444736343
869	0.8346945818	0.3443978889
870	0.8348096169	0.3443698677
871	0.834924652	0.3442739456
872	0.8348096169	0.344227351
873	0.8348096169	0.3441539661
874	0.8348096169	0.3440610914
875	0.8350396871	0.3440213756
876	0.8350396871	0.3439754041
877	0.8350396871	0.3439031082
878	0.834924652	0.343845443
879	0.8350396871	0.3438216666
880	0.8350396871	0.3437433958
881	0.8351547222	0.3436693569
882	0.8350396871	0.3435923311
883	0.8350396871	0.3435425276
